restaurant_name,address,price_level,parking_available,review_score,restaurant_type,num_ratings,price_low,price_high,price_mid,parking_free_street_parking,parking_free_parking_lot,parking_parking,parking_paid_street_parking,parking_paid_parking_lot,parking_on_site_parking,parking_valet_parking,parking_free_parking_garage,has_free_parking,city,state,zip
El Jumping Bean Taqueria #2,"1050 S Brawley Ave #103, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,3.8,taco restaurant,59,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
El Chochis Mariscos & Snacks,"1065 Main St, Brawley, CA 92227",$10–20,Free parking lot|Free street parking,4.7,seafood restaurant,21,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Sofia’s Kitchen,"395 A St Ste B, Brawley, CA 92227",$10–20,Free parking lot|Free street parking|Parking,4.2,restaurant,52,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Cafecito Bar,"157 N Plaza St, Brawley, CA 92227",$1–10,Free parking lot|Free street parking|Parking,4.8,coffee shop,63,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Brawley,CA,92227
Ma Lupe's Restaurant,"390 W Aten Rd, Imperial, CA 92251",$10–20,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,566,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Imperial,CA,92251
Brickhouse Deli,"447 W Aten Rd Suite 2, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.7,sandwich shop,475,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Nana’s Kitchen,"502 W Aten Rd #103, Imperial, CA 92251",$10–20,Free parking lot|Free street parking,4.5,mexican restaurant,226,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Imperial,CA,92251
Ten-Go Tacos,"447 W Aten Rd #4, Imperial, CA 92251",$10–20,Free parking lot|Free street parking|Parking,4.1,mexican restaurant,27,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Imperial,CA,92251
MARIA'S TACO SHOP,"401 Broadway, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.6,mexican restaurant,88,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Mona Lisa Cocktails & Cuisine,"2393 CA-86, Imperial, CA 92251",$100+,Free parking lot|Free street parking|Parking,4.3,restaurant,97,100,100,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Imperial,CA,92251
Flautas & Sopes (Food 4 Less Shopping Center),"1531 Ford Dr, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,538,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Farmer Boys,"1532 Cruickshank Dr, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.4,fast food restaurant,2025,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Jack in the Box,"2499 Cottonwood Dr, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.3,fast food restaurant,1090,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Applebee's Grill + Bar,"2421 Cottonwood Dr, El Centro, CA 92243",$$,Free parking lot|Free street parking|Parking,3.9,restaurant,1002,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Del Taco,"2039 N Imperial Ave, El Centro, CA 92243",$,Free parking lot|Free street parking|Parking,4.2,fast food restaurant,395,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Broken Yolk Cafe,"3049 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.5,breakfast restaurant,960,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Subway,"3001 N Imperial Ave Unit 101, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.2,sandwich shop,221,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Subway,"1113 Imperial Ave Suite 107, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.2,sandwich shop,132,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Cold Stone Creamery,"2049 N Imperial Ave Ste A, El Centro, CA 92243",$$,Free parking lot|Free street parking,4.1,ice cream shop,120,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Taco Bell,"1990 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.3,fast food restaurant,624,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Rally's,"1820 N Imperial Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking|Parking,4.1,fast food restaurant,818,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Hot Dogs El Unico,"1239 Adams Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking,4.7,hot dog stand,158,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Shake & Wake,"1490 N Imperial Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking,4.5,juice shop,278,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
El Pollo Loco,"1403 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,1161,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Papa Johns Pizza,"1051 Imperial Ave Ste A, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.1,pizza restaurant,285,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Jack in the Box,"666 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking garage|Free parking lot|Free street parking|Parking,4.3,fast food restaurant,1448,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,El Centro,CA,92243
Jalisco's Bar And Grill,"844 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.1,mexican restaurant,922,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Celia's Restaurant,"1530 Adams Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,536,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Sizzler,"707 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.2,restaurant,1207,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Carl’s Jr.,"1498 Adams Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.1,fast food restaurant,841,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
McDonald's,"345 N Imperial Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking|Parking,3.9,fast food restaurant,2061,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Domino's Pizza,"420 Imperial Ave, El Centro, CA 92243",$,Free parking lot|Free street parking,4,pizza delivery,320,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Church's Texas Chicken,"480 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|On-site parking|Parking,3.9,chicken restaurant,908,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,El Centro,CA,92243
CABOS MODERN KITCHEN,"201 N Imperial Ave, El Centro, CA 92243",$$,Free parking lot|Free street parking|Parking,4.1,seafood restaurant,682,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Fortune House,"1627 Main St, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.2,chinese restaurant,586,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Subway,"1617 Main St, El Centro, CA 92243",$10–20,Free parking lot|Free street parking,3.9,sandwich shop,193,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Burgers & Beer,"260 N Imperial Ave #2325, El Centro, CA 92243",$$,Free parking lot|Free street parking|Parking,4.5,american restaurant,2449,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
La Resaca Seafood Bar,"143 S 6th St, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.4,seafood restaurant,585,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Mah's Kitchen,"290 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.3,chinese restaurant,343,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Pizza Hut,"635 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking,4.4,pizza delivery,751,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Starbucks,"202 S Imperial Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking|Parking,4.4,coffee shop,689,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Little Caesars Pizza,"242 S Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.1,pizza restaurant,807,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Grasso's Italian Restaurant,"1902 Main St, El Centro, CA 92243",$20–30,Free parking lot|Free street parking|Parking,4.5,italian restaurant,246,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Hamburger Stand,"825 S Imperial Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking|Parking,4.3,fast food restaurant,1768,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
MR. TEMPO Sports bar & Cantina,"201 N Imperial Ave, El Centro, CA 92243",,Free parking lot|Free street parking|Parking,4.8,restaurant,761,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Dunkin',"3063 N Imperial Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking,4.1,coffee shop,113,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Wingstop,"1497 Adams Ave #200, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,3.3,chicken wings restaurant,57,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
"D'Poly Taco, Grill & Beer","1573 Main St, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,956,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Antonio's Baja Catch 22,"1360 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking,5,restaurant,19,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Mariscos carrera,"1334 N Imperial Ave, El Centro, CA 92243",,,5,mexican restaurant,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,El Centro,CA,92243
KFC,"1775 S Imperial Ave, El Centro, CA 92243",$,Free parking lot|Free street parking|Parking,4,chicken restaurant,645,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Del Taco,"1540 Ocotillo Dr, El Centro, CA 92243",$,Free parking lot|Free street parking|Parking,4.2,fast food restaurant,552,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Kennedys Taco,"1560 Ocotillo Dr, El Centro, CA 92243",$10–20,,4.2,mexican restaurant,244,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,El Centro,CA,92243
Denny's Restaurant,"1445 Ocotillo Dr, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.5,restaurant,3265,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Valley Vida,"1560 Ocotillo Dr Suite C, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.9,sandwich shop,149,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Dairy Queen Grill & Chill,"3063 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.5,fast food restaurant,70,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Wendy's,"2290 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.3,fast food restaurant,410,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Mangiamos Pizza,"1802 N Imperial Ave suite c, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.5,fast food restaurant,56,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Chipotle Mexican Grill,"1953 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,3.5,mexican restaurant,240,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Jersey Mike's Subs,"1002 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.1,sandwich shop,60,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Sushi & Noodle,"800 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.5,sushi restaurant,174,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
El Merendero,"1702 N Imperial Ave Ste A, El Centro, CA 92243",$10–20,Free parking lot|Free street parking,4.2,mexican restaurant,86,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Perlita's Mexican Food,"1649 Main St, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.1,restaurant,33,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Fujisan Sushi,"1560 Ocotillo Dr Suite O, El Centro, CA 92243",$$,Free parking lot|Free street parking|Parking,4.8,japanese restaurant,176,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Starbucks,"2033 N Imperial Ave, El Centro, CA 92243",$1–10,Free parking lot|Free street parking|Parking,4.5,coffee shop,381,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Junior's Cafe,"1791 Adams Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.7,restaurant,106,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
The Burrito Factory,"130 S Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Parking,4.2,mexican restaurant,719,10,20,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
The Meltdown,"1445 Ocotillo Dr, El Centro, CA 92243",$10–20,Free parking lot|Free street parking,3.7,restaurant,11,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Paleteria La Cachanilla,"1643 Main St, El Centro, CA 92243",$,Free parking lot|Free street parking,4.3,restaurant,171,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
Chef Lee's Food Express,"1049 N Imperial Ave, El Centro, CA 92243",$10–20,Free parking lot|Free street parking|Parking,4.6,chinese restaurant,265,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,El Centro,CA,92243
La Fayuca,"33 E Main St, Heber, CA 92249",$1–10,Free parking lot|Free street parking,4.7,snack bar,95,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Heber,CA,92249
Cachanillas Tacos & Cheves,"1101 Paulin Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,83,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Sagavi Sushi,"2451 Rockwood Ave, Calexico, CA 92231",,Free parking lot|Parking,4.5,japanese restaurant,8,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Birriería Tres Animales,"221 Avenida Campillo suite L, Calexico, CA 92231",,Free street parking,4.7,mexican restaurant,3,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
La Fuente mini store/Restaurant,"737 Emerson Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.7,restaurant,216,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Panda Express,"2530 Rockwood Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4,chinese restaurant,540,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Denny's,"110 W Cole Rd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.4,restaurant,2740,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Taco Mex,"900 W Birch St Suite #7 & #8, Calexico, CA 92231",,Free parking lot|Free street parking,4.8,restaurant,12,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Subway,"2451 Rockwood Ave Suite 111, Calexico, CA 92231",$10–20,Free parking lot|Free street parking,4.2,sandwich shop,164,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
The Meltdown,"110 W Cole Blvd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.3,restaurant,38,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Briseida’s Kitchen,"741 Cesar Chavez Blvd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,52,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Jack in the Box,"832 W Birch St, Calexico, CA 92231",$,Free parking lot|Free street parking|Parking,4.4,fast food restaurant,1113,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
ampm,"1025 Kloke Rd, Calexico, CA 92231",$,Free parking lot|Free street parking,3.1,convenience store,13,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
La Birrieria Red Tacos,"900 W Birch St #5, Calexico, CA 92231",$10–20,Free parking lot|Free street parking,4.5,mexican restaurant,170,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Flautas & Sopes,"715 Cesar Chavez Blvd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,466,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
"Comidas Mexicanas Mariscos , Tacos Y Mas...","438 Grant St, Calexico, CA 92231",,Free street parking,4,mexican restaurant,5,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Yum Yum Chinese Food Inc,"528 Imperial Ave, Calexico, CA 92231",$$,,4,chinese restaurant,151,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Calexico,CA,92231
Jack in the Box,"1071 E Birch St, Calexico, CA 92231",$,Free parking lot|Free street parking|Parking,4.4,fast food restaurant,902,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Jack in the Box,"703 Imperial Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking|Valet parking,4.5,fast food restaurant,3462,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Calexico,CA,92231
McDonald's,"720 Imperial Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.2,fast food restaurant,3596,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
7-Eleven,"904 Imperial Ave, Calexico, CA 92231",$,Free parking lot|Free street parking,3.3,convenience store,33,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Pizza Hut,"2534 Rockwood Ave Suite 103, Calexico, CA 92231",$10–20,Free parking lot|Free street parking,4.5,pizza delivery,634,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Golden Dragon Chinese Restaurant,"928 Imperial Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.3,chinese restaurant,291,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Little Caesars Pizza,"1113 Imperial Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.5,pizza restaurant,486,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Carl’s Jr.,"221 W Birch St, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4,fast food restaurant,1024,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Hungry Howie's Pizza,"1100 Meadows Rd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking,4.5,pizza delivery,445,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
7-Eleven,"1101 Andrade Ave, Calexico, CA 92231",$,Free parking lot|Free street parking,3.6,convenience store,26,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Mis Pollos,"1074 E Cole Blvd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|On-site parking|Parking,4.6,chicken restaurant,106,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Calexico,CA,92231
Kotori Japanese Food Calexico,"300 E Cole Blvd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,3.7,japanese restaurant,599,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
La Resaca,"221 Avenue Campillo, Calexico, CA 92231",$$,Free parking lot|Free street parking|Parking,4.4,seafood restaurant,351,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
KFC,"213 E Cole Rd, Calexico, CA 92231",$10–20,Free parking lot|Free street parking|Parking,4.2,chicken restaurant,608,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
2GO Salads,"210 E Cole Blvd #5, Calexico, CA 92231",$10–20,Free parking lot|Free street parking,4.7,salad shop,172,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Rally's,"200 E Cole Rd, Calexico, CA 92231",$1–10,Free parking lot|Free street parking|Parking,4.5,fast food restaurant,1635,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Jack in the Box,"203 E Cole Rd, Calexico, CA 92231",$,Free parking lot|Free street parking|Parking|Valet parking,4.5,fast food restaurant,3402,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Calexico,CA,92231
Taco Bell,"2540 Rockwood Ave, Calexico, CA 92231",$10–20,Free parking lot|Free street parking,4.1,tex-mex restaurant,425,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Neko Boba House,"221 Avenida Campillo Suit J, Calexico, CA 92231",$1–10,Free parking lot|Free street parking|Parking,4.4,restaurant,72,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Taco holix,"1074 E Cole Blvd suite 10, Calexico, CA 92231",$10–20,Free parking lot|Free street parking,3.9,taco restaurant,31,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
Wingstop,"1105 Imperial Ave Ste 103, Calexico, CA 92231",$20–30,Free parking lot|Free street parking,3.6,chicken wings restaurant,20,20,30,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Calexico,CA,92231
